model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-008,Full sentence,Violation,so that so they can be considered for a class,Duplicated subordinator 'so that so' makes the purpose clause malformed.,[],High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-015,Full sentence,No Violation,"As a anonymoususer, I want to have a dedicated page for each class to learn more about the offering",The core story reads as a full sentence; additional detail and missing punctuation are not enough to make it a fragment.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-002,Independent,Violation,view a list of user profiles,User profiles are created through registration (BC-068); viewing the list inherently depends on that capability.,"[""BC-068""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-004,Independent,Violation,map where the buildings and rooms are,Buildings/rooms data must be created and maintained via venues (BC-024).,"[""BC-024""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-018,Independent,Violation,a link on the home page to a list of training options,The link requires a training options list page (BC-017) to already exist.,"[""BC-017""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-019,Independent,Violation,where the coding lounge is and what time it is open,Location details depend on venue creation/maintenance (BC-024).,"[""BC-024""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-020,Independent,Violation,refund sponsorship money that was processed via stripe,Refund requires prior sponsorship payment processing (BC-030/BC-023).,"[""BC-030"", ""BC-023""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-021,Independent,Violation,on the sponsorships page to become a $350 level sponsor,The link requires the sponsorships page (BC-048) and the sponsor sign-up capability (BC-023) to exist.,"[""BC-048"", ""BC-023""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-022,Independent,Violation,See a list of attendees associated with this company,Requires the sponsor-attendee association capability from BC-031 first.,"[""BC-031""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-025,Independent,Violation,view venue details,Venue details must have been created via BC-024.,"[""BC-024""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-026,Independent,Violation,sessions associated with sponsor attendees,Requires sponsor-attendee linkage (BC-031) and session data from session submission (BC-063).,"[""BC-031"", ""BC-063""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-029,Independent,Violation,"see all events, trainings and summits that a sponsor is sponsoring",This view depends on sponsor assignment (BC-028) being implemented first.,"[""BC-028""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-031,Independent,Violation,link BADCamp attendees to my sponsorship page,Requires a sponsorship page (BC-023) and attendee profiles (BC-068) before links can be made.,"[""BC-023"", ""BC-068""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-032,Independent,Violation,update my user profile,A user profile must exist through registration (BC-068) before it can be updated.,"[""BC-068""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-034,Independent,Violation,tag my blog posts,Blog posts must be created via BC-035 before tagging.,"[""BC-035""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-036,Independent,Violation,read the blog,Blog content must be created via BC-035 before it can be read.,"[""BC-035""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-037,Independent,Violation,sponsor a summit,Summits must exist (created via summit information in BC-042) before a sponsor can sponsor one.,"[""BC-042""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-038,Independent,Violation,register for a summit,A summit must exist/listing must be present via BC-042 before registration.,"[""BC-042""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-039,Independent,Violation,detailed directions to the summit venue,Requires summit venue/location details from BC-042 and venue data (BC-024).,"[""BC-042"", ""BC-024""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-043,Independent,Violation,list sponsors for my summit,Requires a summit to exist first (BC-042).,"[""BC-042""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-044,Independent,Violation,list an agenda for my summit,Requires a summit to exist first (BC-042).,"[""BC-042""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-045,Independent,Violation,how many seats are left for the summit,Requires summit capacity data (BC-042) and registration counts (BC-038).,"[""BC-042"", ""BC-038""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-046,Independent,Violation,see specific details on summits,Summit details must be listed/created via BC-042 first.,"[""BC-042""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-047,Independent,Violation,see a list of all the summits,Requires summits to be created/listed via BC-042.,"[""BC-042""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-050,Independent,Violation,from my job listings,Job listings must exist via BC-052 before linking to sponsorship profile.,"[""BC-052""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-053,Independent,Violation,view the job board,Job board requires posted jobs (BC-052).,"[""BC-052""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-055,Independent,Violation,see the schedule,The schedule must be populated via room/time assignment (BC-054) first.,"[""BC-054""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-056,Independent,Violation,final list of sessions approved,Requires session approval capability (BC-058/BC-057) first.,"[""BC-058"", ""BC-057""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-057,Independent,Violation,bulk approve sessions as accepted,Requires submitted sessions (BC-063) to approve.,"[""BC-063""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-061,Independent,Violation,edit my session,Requires an existing submitted session (BC-063).,"[""BC-063""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-064,Independent,Violation,personalize my sponsorship page,Requires a sponsorship page to exist (BC-023) before personalization.,"[""BC-023""]",Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-065,Independent,Violation,see a list of all the summits that include when they are,Requires summit data created via BC-042.,"[""BC-042""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-067,Independent,Violation,link in the menu that links to the registration form,The link depends on the registration form (BC-068) being implemented.,"[""BC-068""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-069,Independent,Violation,find session information,Session information must exist from submitted sessions (BC-063).,"[""BC-063""]",High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-007,Minimal,No Violation,,"Contains only role, means, and rationale; duplicated connector is not extra content information.",[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-017,Minimal,No Violation,,"Contains role, means, and rationale without external notes.",[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-020,Minimal,Violation,processed via stripe,Technical payment-processor detail is an implementation hint.,[],Moderate,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-003,Problem-oriented,No Violation,,Expresses a communication need without concrete UI or technical mechanisms.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-005,Problem-oriented,Violation,edit my training node myself ... links to slides,Includes Drupal-specific 'training node' and link implementation details.,[],High,No Violation,FP
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-010,Problem-oriented,No Violation,,Describes a business deadline need without prescribing an implementation mechanism.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-030,Problem-oriented,No Violation,,States a payment need from the user perspective without prescribing implementation details.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-039,Problem-oriented,No Violation,,States a wayfinding need for the venue without prescribing a concrete map or specific mechanism.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-054,Problem-oriented,No Violation,,States a scheduling need without concrete solution detail.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-057,Problem-oriented,No Violation,,Describes an efficient approval need without prescribing a concrete UI widget or technical mechanism.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-068,Problem-oriented,No Violation,,States a user-level registration need; mention of a form is not an unnecessary concrete UI prescription.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-003,Unambiguous,No Violation,,"Emailing all trainers at once is clear, even if email content is not specified.",[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-004,Unambiguous,No Violation,,A map of buildings and rooms is sufficiently clear; 'very clear' is stylistic quality language.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-007,Unambiguous,No Violation,,"Registration statuses are enumerated as attended, refunded, no show.",[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-008,Unambiguous,No Violation,,Being added to a training waitlist is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-016,Unambiguous,No Violation,,The story lists explicit required training information.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-017,Unambiguous,No Violation,,"A landing page with intro, list of offerings, and call for trainings is sufficiently clear in event context.",[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-019,Unambiguous,No Violation,,Finding the coding lounge location and open time is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-021,Unambiguous,No Violation,,Finding a link to become a $350 sponsor is concrete.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-022,Unambiguous,No Violation,,The referent 'this company' is contextually clear from a sponsor/company page.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-027,Unambiguous,No Violation,,A payment page as the third registration step is concrete.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-029,Unambiguous,No Violation,,"Seeing sponsored events, trainings, and summits is clear.",[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-048,Unambiguous,No Violation,,Learning about sponsorship levels is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-051,Unambiguous,No Violation,,Learning about sponsor job posting and contacting the sponsorship person is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-053,Unambiguous,No Violation,,Viewing the job board is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-055,Unambiguous,No Violation,,Seeing the schedule is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-056,Unambiguous,No Violation,,Seeing the final approved session list is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-059,Unambiguous,No Violation,,Receiving notification when sessions are evaluated is sufficiently clear.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-060,Unambiguous,No Violation,,Receiving a notification after session submission is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-062,Unambiguous,No Violation,,Registering to speak and submitting a session is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-065,Unambiguous,No Violation,,Seeing summits and when they are is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-066,Unambiguous,No Violation,,Being offered individual sponsorship choices on the second registration page is clear.,[],Moderate,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-067,Unambiguous,No Violation,,Finding a registration link in the menu is clear.,[],High,Violation,FN
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-016,Unique,Violation,training options clearly marked ... shop for training all with one page,"BC-017 expresses substantially the same anonymous one-page training listing requirement for the same goal; the difference is presentational detail, not a meaningful actor/context/goal difference.","[""BC-017""]",Moderate,No Violation,FP
