model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-014,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-018,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-021,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-030,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-039,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-046,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-049,Minimal,No Violation,,"The WYSIWYG editor is part of the stated means, not an external note.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-054,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-057,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-067,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-068,Minimal,No Violation,,"Contains only role, means, and rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-004,Problem-oriented,Violation,very clear map where the buildings and rooms are,Prescribes a map UI representation instead of only stating the location-finding need.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-006,Problem-oriented,No Violation,,States a business rule need without prescribing a concrete solution.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-011,Problem-oriented,No Violation,,States a schedule need; conditional mention of a schedule feature is not a concrete prescribed UI or mechanism.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-023,Problem-oriented,No Violation,,States a sponsorship purchase need without prescribing concrete UI or technical mechanisms.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-028,Problem-oriented,No Violation,,States an assignment need and desired exposure outcome without prescribing a concrete widget or mechanism.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-031,Problem-oriented,Violation,link BADCamp attendees to my sponsorship page,Prescribes a specific linking mechanism to a page rather than only the exposure need.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-041,Problem-oriented,No Violation,,States an attendee-list need without concrete solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-045,Problem-oriented,No Violation,,States an availability information need without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-056,Problem-oriented,No Violation,,States an information need about approved sessions without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-058,Problem-oriented,No Violation,,States a session acceptance need without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-059,Problem-oriented,No Violation,,States a notification need without concrete solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-060,Problem-oriented,No Violation,,States a submission confirmation need without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-061,Problem-oriented,No Violation,,States a session editing need without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-062,Problem-oriented,No Violation,,States a speaker registration need without concrete solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-063,Problem-oriented,No Violation,,States a session submission need without solution detail.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-006,Unambiguous,No Violation,,The one-registration-per-day rule is concrete.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-009,Unambiguous,No Violation,,Accepting cancellation terms with a checkbox is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-012,Unambiguous,No Violation,,Seeing trainings the user signed up for is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-018,Unambiguous,No Violation,,A home page link to training options is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-025,Unambiguous,No Violation,,Viewing venue details is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-028,Unambiguous,No Violation,,"Assigning sponsors to events, trainings, and summits is clear.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-033,Unambiguous,No Violation,,Signing up for the BADCamp newsletter is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-037,Unambiguous,No Violation,,Sponsoring a brand-matched summit is clear enough; brand match is a sponsor choice.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-039,Unambiguous,No Violation,,Getting detailed directions to the summit venue is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-041,Unambiguous,No Violation,,Viewing the attendee list for one's own summit is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-043,Unambiguous,No Violation,,Listing sponsors for a summit is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-044,Unambiguous,No Violation,,Listing an agenda for a summit is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-045,Unambiguous,No Violation,,Seeing remaining seats for a summit is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-049,Unambiguous,Violation,all long-form content,"'Long-form content' is underspecified and could include blog posts, job listings, session descriptions, or other content types.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-050,Unambiguous,No Violation,,Linking to the sponsorship profile from job listings is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-052,Unambiguous,No Violation,,Posting a job is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-057,Unambiguous,No Violation,,Bulk approving sessions as accepted is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-058,Unambiguous,No Violation,,Marking a session as accepted is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-061,Unambiguous,No Violation,,Editing one's own session is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-063,Unambiguous,No Violation,,Submitting a session is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-064,Unambiguous,Violation,personalize my sponsorship page,"'Personalize' is vague and could mean branding, layout, text, imagery, or module selection.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-068,Unambiguous,No Violation,,Filling out a user registration form is clear.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-062,Unique,No Violation,,Anonymous registration to speak is meaningfully distinct from authenticated session submission; the actor and action differ.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,2,BC-063,Unique,No Violation,,Authenticated session submission is distinct from anonymous speaker registration and from editing a session.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-015,Atomic,No Violation,,The story expresses one feature: a dedicated class detail page. The listed information and SEO-friendly URL are attributes of that page.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-016,Atomic,No Violation,,The story expresses one feature: a training options list with a set of displayed attributes.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-023,Atomic,Violation,identify myself as and pay for a $350 company sponsorship,The story combines two independently implementable features: identifying as a sponsor and paying for the sponsorship.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-024,Atomic,Violation,create and maintain venues,"The story combines venue creation and venue maintenance, which can be implemented and tested separately.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-028,Atomic,No Violation,,"The story expresses one feature: assigning sponsors to events, trainings, and summits.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-030,Atomic,No Violation,,The story expresses one feature: processing payment for an individual sponsorship.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-046,Atomic,No Violation,,The story expresses one feature: viewing summit details. The rationale mentions outcomes enabled by those details.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-020,Complete,No Violation,,Sponsorship payment processing exists through Stripe in BC-027 and BC-030; refund is a complementary administrative action.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-059,Complete,No Violation,,Notification of session evaluation is supported by session submission and evaluation workflows in BC-063 and BC-058.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-003,Conceptually sound,No Violation,so that It is easier to use,"The means is emailing trainers, and the end expresses a rationale, even if vague.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-007,Conceptually sound,No Violation,"so that we can see if attendend, refunded, no show","The means is an admin view, and the end explains why the view is useful.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-015,Conceptually sound,Violation,AND the trainer can tweet and promote their class,The end introduces an additional feature or promotional capability rather than only explaining why the dedicated page is valuable.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-017,Conceptually sound,Violation,we can have a call for trainings for selection,"The end introduces another required feature, the call for trainings, instead of only explaining why the landing page is valuable.",[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-059,Conceptually sound,No Violation,so that I know whether I've been accepted or rejected,"The means is receiving a notification, and the end explains its rationale.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-006,Estimatable,No Violation,limit to one registration per day per authenticated user,Clear business rule that can be estimated and planned.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-009,Estimatable,No Violation,must accept the cancellation terms with a checkbox,Clear checkbox acceptance requirement.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-012,Estimatable,No Violation,see which trainings I have signed up for,Clear personal training registration list.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-018,Estimatable,No Violation,link on the home page to a list of training options,Narrow link placement requirement.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-023,Estimatable,No Violation,identify myself as and pay for a $350 company sponsorship,Specific identification and payment behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-024,Estimatable,No Violation,create and maintain venues,Standard bounded CRUD for venues; estimatable.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-025,Estimatable,No Violation,view venue details,Clear venue detail view.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-028,Estimatable,No Violation,"assign sponsors to events, trainings and summits",Clear assignment behavior across known entity types.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-030,Estimatable,No Violation,Enter payment information and have my card charged,Specific payment capture behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-033,Estimatable,No Violation,sign up for the BADCamp newsletter,Clear newsletter subscription behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-037,Estimatable,No Violation,sponsor a summit that matches my brand,High-level but understandable sponsorship goal; estimatable.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-039,Estimatable,No Violation,get detailed directions to the summit venue,Clear directions feature.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-041,Estimatable,No Violation,see a list of attendees signed up for my summit,Clear attendee list for summit coordinators.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-043,Estimatable,No Violation,list sponsors for my summit,Clear sponsor list feature.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-044,Estimatable,No Violation,list an agenda for my summit,Clear agenda listing behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-045,Estimatable,No Violation,see how many seats are left for the summit,Clear remaining-seat count display.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-049,Estimatable,No Violation,use a WYSIWYG editor for all long-form content,Clear technical solution applied to long-form content; estimatable.,[],Moderate,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-050,Estimatable,No Violation,Link to my sponsorship profile from my job listings,Clear cross-link behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-052,Estimatable,No Violation,post a job,Clear job posting behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-057,Estimatable,No Violation,bulk approve sessions as accepted,Clear bulk approval behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-058,Estimatable,No Violation,mark a session as accepted,Clear single-session approval behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-061,Estimatable,No Violation,edit my session,Clear session editing behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-063,Estimatable,No Violation,submit a session at BADCAMP,Clear session submission behavior.,[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-064,Estimatable,Violation,personalize my sponsorship page,"Personalization scope is broad and vague, covering many possible capabilities.",[],High,Uncertain
DeepSeek-V4-Pro,deepseek,BADCamp,3,BC-068,Estimatable,No Violation,fill out a user registration form,Clear registration form behavior.,[],High,Uncertain
