story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Independent,No Violation,,,Story + Backlog,PP-033,
PP-012,PlanningPoker,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Syntactic,Atomic,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Syntactic,Minimal,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Independent,No Violation,,,Story + Backlog,PP-012,
PP-013,PlanningPoker,"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-014,PlanningPoker,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-014,PlanningPoker,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Syntactic,Atomic,No Violation,,,Story only,,
PP-014,PlanningPoker,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Syntactic,Minimal,No Violation,,,Story only,,
PP-014,PlanningPoker,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-014,PlanningPoker,"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Semantic,Problem-oriented,Violation,import stories from a spreadsheet,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
